name,gasDayStart,gasInStorage,consumption,consumptionFull,injection,withdrawal,workingGasVolume,injectionCapacity,withdrawalCapacity,status,trend,full
EU,20-Feb-14,487.61,"3,839.00",12.7,204.35,"2,647.90",931.58,"8,796.26","16,081.24",C,0,52.34
EU,19-Feb-14,490.03,"3,839.00",12.76,157.06,"2,662.00",931.58,"8,796.27","16,081.25",C,0,52.6
EU,18-Feb-14,492.37,"3,839.00",12.83,140.35,"3,013.10",931.58,"8,796.27","16,081.26",C,0,52.85
EU,17-Feb-14,495.23,"3,839.00",12.9,91.63,"3,275.00",931.58,"8,796.29","16,081.26",C,0,53.16
EU,16-Feb-14,498.36,"3,839.00",12.98,206.82,"2,387.40",931.58,"8,843.31","16,081.30",C,0,53.5
EU,15-Feb-14,500.46,"3,839.00",13.04,223.92,"2,444.40",931.58,"8,843.32","16,081.31",C,0,53.72
EU,14-Feb-14,502.61,"3,839.00",13.09,87.35,"3,091.10",931.58,"8,843.32","16,081.27",C,0,53.95
EU,13-Feb-14,505.61,"3,839.00",13.17,117.04,"3,811.90",931.58,"8,843.33","16,081.26",C,0,54.27
EU,12-Feb-14,509.17,"3,839.00",13.26,116.31,"3,719.40",931.58,"8,740.87","16,075.97",C,0,54.66
EU,11-Feb-14,512.69,"3,839.00",13.35,89.46,"3,632.80",931.58,"8,682.51","16,081.25",C,0,55.03
EU,10-Feb-14,516.25,"3,839.00",13.45,94.62,"3,814.70",931.58,"8,667.88","16,081.25",C,0,55.42
EU,09-Feb-14,519.99,"3,839.00",13.54,141.75,"2,494.90",931.58,"8,667.90","16,081.25",C,0,55.82
EU,08-Feb-14,522.31,"3,839.00",13.61,136.13,"2,490.00",931.58,"8,667.90","16,081.24",C,0,56.07
EU,07-Feb-14,524.63,"3,839.00",13.67,113.94,"3,048.90",931.58,"8,678.60","16,081.23",C,0,56.32
EU,06-Feb-14,527.55,"3,839.00",13.74,88.02,"3,434.90",931.57,"8,649.30","16,081.23",C,0,56.63
EU,05-Feb-14,530.83,"3,839.00",13.83,109.17,"3,768.70",931.57,"8,649.31","16,081.23",C,0,56.98
EU,04-Feb-14,534.48,"3,839.00",13.92,105.54,"3,837.70",931.57,"8,649.32","16,081.21",C,1,57.37
EU,03-Feb-14,522.35,"3,839.00",13.61,109.29,"4,082.10",911.3,"8,422.91","15,702.02",C,0,57.32
EU,02-Feb-14,526.3,"3,839.00",13.71,123.52,"2,900.40",911.3,"8,418.03","15,702.05",C,-2,57.75
EU,01-Feb-14,545.08,"3,839.00",14.2,115.86,"3,217.20",931.35,"8,606.09","16,075.42",C,0,58.53
EU,31-Jan-14,548.04,"3,839.00",14.28,98.45,"4,796.80",931.35,"8,606.52","16,075.43",C,-1,58.84
EU,30-Jan-14,552.85,"3,839.00",14.4,70.13,"5,763.70",931.35,"8,602.27","15,887.47",C,-1,59.36
EU,29-Jan-14,558.59,"3,839.00",14.55,71.98,"5,347.70",931.35,"8,602.37","15,893.28",C,-1,59.98
EU,28-Jan-14,563.95,"3,839.00",14.69,90.28,"5,074.40",931.35,"8,602.51","15,929.17",C,-1,60.55
EU,27-Jan-14,568.84,"3,839.00",14.82,150.64,"5,125.50",931.35,"8,602.67","15,881.22",C,-1,61.08
EU,26-Jan-14,573.86,"3,839.00",14.95,210.24,"3,550.80",931.35,"8,602.83","15,865.19",C,0,61.62
EU,25-Jan-14,577,"3,839.00",15.03,264.61,"3,627.50",931.4,"8,602.98","15,866.53",C,0,61.95
EU,24-Jan-14,580.14,"3,839.00",15.11,135.36,"4,277.30",931.39,"8,603.11","15,972.71",C,0,62.29
EU,23-Jan-14,584.41,"3,839.00",15.22,138.41,"4,630.20",930.51,"8,603.00","15,910.69",C,0,62.8
EU,22-Jan-14,588.99,"3,839.00",15.34,134.05,"4,551.90",930.51,"8,603.11","15,910.63",C,0,63.3
EU,21-Jan-14,593.36,"3,839.00",15.46,150.25,"4,456.40",930.51,"8,603.21","15,910.59",C,0,63.77
EU,20-Jan-14,597.67,"3,839.00",15.57,95.03,"4,001.50",930.5,"8,603.30","15,968.27",C,0,64.23
EU,19-Jan-14,601.54,"3,839.00",15.67,189.84,"2,424.40",930.5,"8,603.34","15,969.68",C,0,64.65
EU,18-Jan-14,603.75,"3,839.00",15.73,235.97,"2,548.00",930.5,"8,841.72","16,046.33",C,0,64.88
EU,17-Jan-14,606.11,"3,839.00",15.79,156.53,"3,335.80",930.5,"8,841.74","16,105.18",C,0,65.14
EU,16-Jan-14,609.28,"3,839.00",15.87,135.75,"3,490.80",930.5,"8,603.42","16,086.95",C,0,65.48
EU,15-Jan-14,612.64,"3,839.00",15.96,154.14,"3,820.70",930.5,"8,603.46","16,028.27",C,0,65.84
EU,14-Jan-14,616.3,"3,839.00",16.05,144.18,"4,016.70",930.49,"8,603.51","15,866.68",C,0,66.23
EU,13-Jan-14,620.15,"3,839.00",16.15,212.51,"3,784.10",930.49,"8,603.52","15,866.52",C,0,66.65
EU,12-Jan-14,623.7,"3,839.00",16.25,297.87,"2,438.80",930.47,"8,603.43","15,866.19",C,0,67.03
EU,11-Jan-14,625.84,"3,839.00",16.3,321.11,"2,403.40",930.47,"8,603.48","15,866.25",C,0,67.26
EU,10-Jan-14,627.93,"3,839.00",16.36,209.14,"2,824.80",930.47,"8,603.42","15,866.12",C,0,67.49
EU,09-Jan-14,630.54,"3,839.00",16.42,318.92,"2,582.90",930.46,"8,603.36","15,866.00",C,0,67.77
EU,08-Jan-14,632.8,"3,839.00",16.48,294.36,"2,676.90",930.45,"8,603.17","15,865.68",C,0,68.01
EU,07-Jan-14,635.17,"3,839.00",16.55,341.38,"2,609.10",930.43,"8,602.97","15,865.29",C,0,68.27
EU,06-Jan-14,637.38,"3,839.00",16.6,324.3,"2,168.70",930.37,"8,602.43","15,916.50",C,0,68.51
EU,05-Jan-14,639.25,"3,839.00",16.65,395.74,"1,755.40",930.4,"8,602.77","15,864.77",C,0,68.71
EU,04-Jan-14,640.59,"3,839.00",16.69,476.78,"1,792.70",930.39,"8,602.68","15,864.53",C,0,68.85
EU,03-Jan-14,641.96,"3,839.00",16.72,507.56,"2,212.40",930.43,"8,603.11","15,928.07",C,0,69
EU,02-Jan-14,643.71,"3,839.00",16.77,616.22,"2,118.30",930.48,"8,603.59","16,086.65",C,0,69.18
EU,01-Jan-14,645.22,"3,839.00",16.81,652.93,"1,585.10",930.48,"8,654.63","16,104.67",C,0,69.34
EU,06-Apr-16,399.55,"4,375.00",9.13,"1,513.53",319.5,"1,111.14","11,482.76","19,285.87",C,2,35.96
EU,05-Apr-16,378.92,"4,375.00",8.66,"1,417.92",244.1,"1,072.68","10,488.93","18,269.36",C,0,35.32
EU,31-Dec-20,830.28,"3,619.00",22.94,395.97,"5,502.30","1,119.99","11,188.22","19,597.29",E,-2,74.13
EU,29-Apr-16,430.94,"4,375.00",9.85,969.18,"1,003.10","1,126.67","11,920.64","19,521.32",E,0,38.25
EU,28-Apr-16,431.02,"4,375.00",9.85,734.15,"1,517.80","1,126.67","11,920.28","19,522.49",E,0,38.26
EU,27-Apr-16,431.77,"4,375.00",9.87,718,"1,628.90","1,126.67","11,919.76","19,524.09",E,0,38.32
EU,26-Apr-16,432.66,"4,375.00",9.89,824.52,"1,741.90","1,126.67","11,919.27","19,525.47",E,0,38.4
EU,25-Apr-16,433.5,"4,375.00",9.91,"1,476.65","1,158.60","1,118.75","11,919.37","19,525.30",E,0,38.75
EU,24-Apr-16,433.13,"4,375.00",9.9,"2,360.86",553.7,"1,118.65","11,918.66","19,524.74",E,0,38.72
EU,23-Apr-16,431.34,"4,375.00",9.86,"2,571.33",335.8,"1,118.65","11,919.09","19,523.68",E,0,38.56
EU,22-Apr-16,429.13,"4,375.00",9.81,"2,309.46",402.9,"1,118.65","11,919.27","19,523.27",E,0,38.36
EU,21-Apr-16,427.13,"4,375.00",9.76,"2,080.49",308.8,"1,118.65","11,919.26","19,523.34",E,0,38.18
EU,20-Apr-16,425.22,"4,375.00",9.72,"2,338.72",493,"1,118.65","11,919.19","19,523.59",E,0,38.01
EU,19-Apr-16,423.45,"4,375.00",9.68,"2,072.29",569.9,"1,118.65","11,918.87","19,524.52",E,0,37.85
EU,18-Apr-16,421.9,"4,375.00",9.64,"1,817.62",793.2,"1,118.65","11,918.98","19,524.33",E,0,37.72
EU,17-Apr-16,420.81,"4,375.00",9.62,"2,358.56",307.4,"1,118.54","11,917.62","19,524.11",E,0,37.62
EU,16-Apr-16,418.76,"4,375.00",9.57,"2,649.63",441.6,"1,118.54","11,917.56","19,524.28",E,0,37.44
EU,15-Apr-16,416.53,"4,375.00",9.52,"2,187.24",480,"1,118.54","11,769.70","19,273.14",E,0,37.24
EU,14-Apr-16,414.99,"4,375.00",9.49,"1,906.65",667.8,"1,118.54","11,917.71","19,523.92",E,0,37.1
EU,13-Apr-16,413.72,"4,375.00",9.46,"1,974.48",543.6,"1,118.54","11,917.59","19,524.25",E,0,36.99
EU,12-Apr-16,412.41,"4,375.00",9.43,"2,097.73",364.7,"1,118.54","11,918.06","19,522.97",E,0,36.87
EU,11-Apr-16,410.81,"4,375.00",9.39,"2,249.42",599.7,"1,118.54","11,935.28","19,556.56",E,0,36.73
EU,10-Apr-16,409.15,"4,375.00",9.35,"2,562.94",273.2,"1,118.60","11,936.77","19,554.46",E,0,36.58
EU,09-Apr-16,406.84,"4,375.00",9.3,"2,180.03",575.6,"1,118.60","11,937.02","19,553.85",E,0,36.37
EU,08-Apr-16,405.24,"4,375.00",9.26,"1,483.73",846.4,"1,118.60","11,936.86","19,554.41",E,0,36.23
EU,07-Apr-16,404.66,"4,375.00",9.25,"1,651.12",616.6,"1,118.60","11,937.25","19,553.40",E,0,36.18
EU,17-Mar-17,295.03,"4,463.00",6.61,706.75,"1,614.00","1,118.16","12,120.81","20,044.03",E,0,26.39
EU,16-Mar-17,295.95,"4,463.00",6.63,768.84,"1,693.90","1,118.16","12,120.81","20,044.06",E,0,26.47
EU,15-Mar-17,296.9,"4,463.00",6.65,659.68,"2,180.30","1,118.16","12,124.58","20,060.31",E,0,26.55
EU,14-Mar-17,298.44,"4,463.00",6.69,432.16,"2,417.60","1,118.16","12,124.55","20,060.51",E,0,26.69
EU,13-Mar-17,300.44,"4,463.00",6.73,477.54,"2,824.00","1,118.16","12,124.61","20,060.57",E,0,26.87
EU,12-Mar-17,303.34,"4,463.00",6.8,"1,241.51","1,579.20","1,118.17","12,120.88","20,044.30",E,0,27.13
EU,11-Mar-17,303.78,"4,463.00",6.81,"1,140.41","1,585.00","1,118.17","12,121.03","20,043.92",E,0,27.17
EU,10-Mar-17,304.26,"4,463.00",6.82,586.97,"2,217.40","1,118.17","12,121.14","19,653.98",E,0,27.21
EU,09-Mar-17,305.81,"4,463.00",6.85,469.46,"2,515.50","1,118.17","12,121.16","19,653.98",E,0,27.35
EU,08-Mar-17,307.71,"4,463.00",6.89,406.06,"3,286.80","1,118.17","12,121.02","19,653.98",E,0,27.52
EU,07-Mar-17,310.46,"4,463.00",6.96,176.29,"3,879.00","1,118.17","12,120.61","19,968.91",E,0,27.76
EU,06-Mar-17,314.16,"4,463.00",7.04,277.58,"3,328.40","1,118.17","12,120.46","20,045.40",E,0,28.1
EU,05-Mar-17,317.2,"4,463.00",7.11,667.01,"1,738.60","1,118.16","12,120.40","20,045.04",E,0,28.37
EU,04-Mar-17,318.32,"4,463.00",7.13,813.98,"1,739.00","1,118.16","12,120.56","19,849.18",E,0,28.47
EU,03-Mar-17,319.29,"4,463.00",7.15,468,"3,246.80","1,118.16","12,125.04","19,669.73",E,0,28.55
EU,02-Mar-17,322.11,"4,463.00",7.22,390.82,"3,649.90","1,118.16","12,124.82","19,809.24",E,0,28.81
EU,01-Mar-17,325.42,"4,463.00",7.29,310.76,"3,949.00","1,118.16","12,124.31","20,080.20",E,0,29.1
EU,28-Feb-17,329.09,"4,463.00",7.37,306.34,"4,232.00","1,118.16","12,124.07","20,080.94",E,0,29.43
EU,27-Feb-17,333.08,"4,463.00",7.46,526.75,"3,600.00","1,118.16","12,123.77","20,081.77",E,0,29.79
EU,26-Feb-17,336.15,"4,463.00",7.53,692.6,"2,762.10","1,118.15","12,123.49","20,082.22",E,0,30.06
EU,25-Feb-17,338.23,"4,463.00",7.58,439.38,"3,577.70","1,118.15","12,123.22","20,082.98",E,0,30.25
EU,24-Feb-17,341.38,"4,463.00",7.65,366.15,"4,665.90","1,118.15","12,122.74","20,084.27",E,0,30.53
EU,23-Feb-17,345.7,"4,463.00",7.75,420.05,"3,795.70","1,118.15","12,122.41","20,085.25",E,0,30.92
EU,22-Feb-17,349.08,"4,463.00",7.82,632.41,"3,558.80","1,118.15","12,122.23","20,085.64",E,0,31.22
EU,21-Feb-17,352.01,"4,463.00",7.89,646.82,"3,719.90","1,118.15","12,121.99","20,086.22",E,0,31.48
EU,20-Feb-17,355.04,"4,463.00",7.96,610.56,"4,237.90","1,118.15","12,121.58","20,087.33",E,0,31.75
EU,19-Feb-17,359.77,"4,463.00",8.06,766.53,"3,666.70","1,118.15","12,121.35","20,087.85",E,0,32.18
EU,18-Feb-17,362.68,"4,463.00",8.13,759.17,"3,592.80","1,118.15","12,121.09","20,088.49",E,0,32.44
EU,17-Feb-17,365.52,"4,463.00",8.19,391.29,"4,848.50","1,118.15","12,120.60","20,089.80",E,0,32.69
EU,16-Feb-17,369.99,"4,463.00",8.29,209.5,"5,023.10","1,118.15","12,120.04","20,091.48",E,0,33.09
EU,15-Feb-17,374.83,"4,463.00",8.4,284.72,"5,650.10","1,118.15","12,119.58","20,092.92",E,0,33.52
EU,14-Feb-17,379.71,"4,463.00",8.51,299.98,"6,534.50","1,118.15","12,119.13","20,094.44",E,-1,33.96
EU,13-Feb-17,386,"4,463.00",8.65,302.24,"6,873.40","1,118.15","12,118.55","20,096.24",E,-1,34.52
EU,12-Feb-17,391.99,"4,463.00",8.78,426.71,"5,304.10","1,118.15","12,112.75","20,081.46",E,0,35.06
EU,11-Feb-17,396.47,"4,463.00",8.88,310.23,"6,328.30","1,118.15","12,112.26","20,033.91",E,-1,35.46
EU,10-Feb-17,402.56,"4,463.00",9.02,219.84,"8,493.90","1,118.15","12,111.46","20,084.96",E,-1,36
EU,09-Feb-17,410.71,"4,463.00",9.2,214.95,"8,322.00","1,118.15","12,110.67","20,087.06",E,-1,36.73
EU,08-Feb-17,418.71,"4,463.00",9.38,236.47,"7,167.10","1,118.15","12,109.88","20,089.11",E,-1,37.45
EU,07-Feb-17,425.52,"4,463.00",9.53,374.31,"6,472.40","1,118.15","12,109.17","20,091.07",E,-1,38.06
EU,06-Feb-17,431.64,"4,463.00",9.67,470.3,"6,238.70","1,118.15","12,108.56","20,092.76",E,-1,38.6
EU,05-Feb-17,437.4,"4,463.00",9.8,984.35,"4,321.60","1,118.14","12,108.05","19,830.12",E,0,39.12
EU,04-Feb-17,440.79,"4,463.00",9.88,"1,171.92","4,250.10","1,118.14","12,107.45","20,095.41",E,0,39.42
EU,03-Feb-17,444.02,"4,463.00",9.95,"1,029.81","5,161.40","1,118.14","12,113.45","20,112.28",E,0,39.71
EU,02-Feb-17,448.17,"4,463.00",10.04,900.07,"5,817.30","1,118.14","12,112.99","20,113.90",E,0,40.08
EU,01-Feb-17,453.02,"4,463.00",10.15,604.54,"6,835.60","1,118.14","12,112.50","20,123.91",E,0,40.52
EU,31-Jan-17,458.1,"4,463.00",10.26,357.42,"7,316.30","1,117.68","12,111.89","20,125.90",E,-1,40.99
EU,30-Jan-17,465.11,"4,463.00",10.42,311.5,"7,059.40","1,117.68","12,111.35","20,127.61",E,-1,41.61
EU,29-Jan-17,471.82,"4,463.00",10.57,557.07,"6,399.90","1,117.68","12,110.97","20,129.14",E,-1,42.21
EU,28-Jan-17,477.67,"4,463.00",10.7,516.52,"6,617.40","1,117.68","12,110.46","20,130.78",E,-1,42.74
EU,27-Jan-17,483.77,"4,463.00",10.84,231.58,"8,849.90","1,117.68","12,109.82","20,132.98",E,-1,43.28
EU,26-Jan-17,492.43,"4,463.00",11.03,186.51,"9,618.50","1,117.68","12,109.22","20,135.15",E,-1,44.06
EU,25-Jan-17,501.94,"4,463.00",11.25,217.43,"9,703.60","1,117.68","12,108.63","20,137.32",E,-1,44.91
EU,24-Jan-17,511.52,"4,463.00",11.46,198.38,"9,700.20","1,117.68","12,108.03","20,139.55",E,-1,45.77
EU,23-Jan-17,521.06,"4,463.00",11.68,171.34,"9,923.20","1,117.68","12,107.43","20,141.79",E,-1,46.62
EU,22-Jan-17,530.9,"4,463.00",11.9,226,"7,978.60","1,117.68","12,106.88","20,143.99",E,-1,47.5
EU,21-Jan-17,538.85,"4,463.00",12.07,225.52,"8,131.70","1,117.99","12,106.29","20,146.16",E,-1,48.2
EU,20-Jan-17,546.48,"4,463.00",12.24,211.84,"9,748.50","1,117.99","12,105.67","20,148.40",E,-1,48.88
EU,19-Jan-17,556.07,"4,463.00",12.46,116.82,"10,284.70","1,117.99","12,105.09","20,150.55",E,-1,49.74
EU,18-Jan-17,566.32,"4,463.00",12.69,158,"10,377.90","1,117.99","12,104.50","20,152.78",E,-1,50.66
EU,17-Jan-17,576.62,"4,463.00",12.92,169.03,"10,258.10","1,117.99","12,103.94","20,154.95",E,-1,51.58
EU,16-Jan-17,586.8,"4,463.00",13.15,129,"9,248.90","1,117.99","12,103.37","20,157.15",E,-1,52.49
EU,15-Jan-17,595.92,"4,463.00",13.35,486.47,"6,868.40","1,118.01","12,086.32","20,132.99",E,-1,53.3
EU,14-Jan-17,602.46,"4,463.00",13.5,301.99,"6,752.10","1,118.01","12,085.76","20,134.81",E,-1,53.89
EU,13-Jan-17,608.93,"4,463.00",13.64,225.03,"8,128.30","1,118.01","12,084.98","20,137.21",E,-1,54.47
EU,12-Jan-17,617.15,"4,463.00",13.83,428.87,"7,770.40","1,118.01","12,074.18","20,123.37",E,-1,55.2
EU,11-Jan-17,624.94,"4,463.00",14,445.05,"8,492.50","1,118.01","12,073.44","20,125.34",E,-1,55.9
EU,10-Jan-17,632.97,"4,463.00",14.18,310.98,"8,890.00","1,118.01","12,072.82","20,127.10",E,-1,56.62
EU,09-Jan-17,641.31,"4,463.00",14.37,391.28,"8,993.40","1,118.01","12,072.11","20,129.03",E,-1,57.36
EU,08-Jan-17,649.77,"4,463.00",14.56,577.48,"8,108.80","1,118.01","12,071.38","20,131.16",E,-1,58.12
EU,07-Jan-17,657.12,"4,463.00",14.72,360.95,"8,937.80","1,118.01","12,070.61","20,133.26",E,-1,58.78
EU,06-Jan-17,664.59,"4,463.00",14.89,163.52,"9,855.40","1,118.01","12,069.77","20,135.58",E,-1,59.44
EU,05-Jan-17,674.27,"4,463.00",15.11,207.03,"9,408.50","1,118.01","12,068.90","20,137.96",E,-1,60.31
EU,04-Jan-17,683.58,"4,463.00",15.32,137.44,"7,845.90","1,118.01","12,068.15","20,140.02",E,-1,61.14
EU,03-Jan-17,691.62,"4,463.00",15.5,219.03,"8,101.80","1,117.99","12,078.73","20,158.06",E,-1,61.86
EU,02-Jan-17,699.62,"4,463.00",15.68,282.56,"7,375.70","1,117.99","12,078.53","20,158.99",E,-1,62.58
EU,01-Jan-17,705.91,"4,463.00",15.82,688.54,"6,283.70","1,118.00","11,727.78","19,738.80",E,0,63.14
EU,31-Dec-16,709.8,"4,326.00",16.41,662.44,"6,360.10","1,118.43","12,002.33","20,088.06",E,0,63.46
EU,30-Dec-16,715.08,"4,326.00",16.53,545.95,"6,849.70","1,118.43","12,077.14","20,180.89",E,-1,63.94
EU,29-Dec-16,721.41,"4,326.00",16.68,176.9,"6,370.20","1,118.43","12,076.46","20,183.00",E,-1,64.5
EU,28-Dec-16,727.66,"4,326.00",16.82,230.72,"5,757.30","1,118.43","12,075.67","20,185.11",E,-1,65.06
EU,27-Dec-16,733.26,"4,326.00",16.95,338.12,"5,101.00","1,118.43","12,074.96","20,187.17",E,0,65.56
EU,26-Dec-16,738.07,"4,326.00",17.06,833.71,"3,254.40","1,118.43","12,074.52","20,188.43",E,0,65.99
EU,25-Dec-16,740.52,"4,326.00",17.12,"1,255.32","2,667.90","1,118.44","12,074.34","20,189.01",E,0,66.21
EU,24-Dec-16,741.92,"4,326.00",17.15,871.15,"3,659.80","1,118.44","12,073.77","20,190.55",E,0,66.34
EU,23-Dec-16,744.73,"4,326.00",17.22,311.78,"5,624.30","1,118.44","12,073.02","20,192.58",E,0,66.59
EU,22-Dec-16,750.11,"4,326.00",17.34,177.31,"6,586.00","1,118.44","12,072.28","20,194.83",E,-1,67.07
EU,21-Dec-16,756.6,"4,326.00",17.49,183.74,"7,260.60","1,118.44","12,071.39","20,197.45",E,-1,67.65
EU,20-Dec-16,763.76,"4,326.00",17.66,108.63,"8,173.70","1,118.44","12,070.42","20,200.35",E,-1,68.29
EU,19-Dec-16,771.89,"4,326.00",17.84,118.83,"7,610.70","1,118.44","12,069.53","20,202.97",E,-1,69.02
EU,18-Dec-16,779.44,"4,326.00",18.02,253.1,"5,770.30","1,118.42","12,068.45","20,205.24",E,-1,69.69
EU,17-Dec-16,785,"4,326.00",18.15,253.15,"5,989.50","1,118.42","12,067.48","20,208.10",E,-1,70.19
EU,16-Dec-16,790.8,"4,326.00",18.28,140.71,"7,006.10","1,118.42","12,066.74","20,210.37",E,-1,70.71
EU,15-Dec-16,797.71,"4,326.00",18.44,112.76,"6,838.70","1,118.42","12,066.28","20,211.91",E,-1,71.32
EU,14-Dec-16,804.51,"4,326.00",18.6,155.55,"6,559.40","1,118.42","12,066.34","19,685.48",E,-1,71.93
EU,13-Dec-16,810.99,"4,326.00",18.75,265.16,"6,628.80","1,118.42","12,066.42","19,685.48",E,-1,72.51
EU,12-Dec-16,817.41,"4,326.00",18.9,143.63,"6,329.60","1,118.42","12,066.48","19,685.48",E,-1,73.09
EU,11-Dec-16,823.74,"4,326.00",19.04,506.39,"4,193.90","1,118.45","12,066.91","19,686.16",E,0,73.65
EU,10-Dec-16,827.49,"4,326.00",19.13,613.51,"4,440.00","1,118.45","12,066.88","19,897.98",E,0,73.98
EU,09-Dec-16,831.38,"4,326.00",19.22,342.25,"5,561.60","1,118.45","12,066.67","19,831.07",E,0,74.33
EU,08-Dec-16,836.68,"4,326.00",19.34,348.21,"6,204.20","1,118.45","12,066.08","20,215.12",E,-1,74.81
EU,07-Dec-16,842.59,"4,326.00",19.48,216.46,"7,349.80","1,118.45","12,065.18","20,217.93",E,-1,75.34
EU,06-Dec-16,849.8,"4,326.00",19.64,201.79,"8,278.30","1,118.45","12,064.28","20,220.76",E,-1,75.98
EU,05-Dec-16,858.05,"4,326.00",19.83,156.21,"8,382.30","1,118.45","12,063.39","20,223.53",E,-1,76.72
EU,04-Dec-16,866.33,"4,326.00",20.03,228.27,"6,268.00","1,118.40","12,061.74","20,224.98",E,-1,77.46
EU,03-Dec-16,872.43,"4,326.00",20.17,326.56,"5,869.20","1,118.40","12,060.90","20,227.46",E,-1,78.01
EU,02-Dec-16,878.07,"4,326.00",20.3,180.47,"6,606.70","1,118.40","12,060.14","20,229.55",E,-1,78.51
EU,01-Dec-16,884.57,"4,326.00",20.45,219.57,"7,043.00","1,118.40","12,059.21","20,232.11",E,-1,79.09
EU,30-Nov-16,890.99,"4,326.00",20.6,239.7,"8,151.20","1,117.98","12,058.36","20,239.83",E,-1,79.7
EU,29-Nov-16,899.09,"4,326.00",20.78,191.75,"8,127.60","1,117.98","11,986.91","19,934.24",E,-1,80.42
EU,28-Nov-16,907.1,"4,326.00",20.97,160.02,"6,246.40","1,117.98","11,986.35","19,886.17",E,-1,81.14
EU,27-Nov-16,913.27,"4,326.00",21.11,392.32,"3,476.50","1,117.99","11,986.01","19,906.91",E,0,81.69
EU,26-Nov-16,916.31,"4,326.00",21.18,346.55,"3,614.00","1,117.99","12,056.04","20,264.53",E,0,81.96
EU,25-Nov-16,919.65,"4,326.00",21.26,189.77,"4,492.40","1,117.99","12,055.05","20,267.33",E,0,82.26
EU,24-Nov-16,923.96,"4,326.00",21.36,190.24,"3,637.00","1,117.99","12,054.21","20,269.62",E,0,82.64
EU,23-Nov-16,927.42,"4,326.00",21.44,169.6,"3,365.70","1,117.99","12,053.56","20,271.37",E,0,82.95
EU,22-Nov-16,930.68,"4,326.00",21.51,317.81,"2,861.30","1,117.99","12,053.22","20,272.30",E,0,83.25
EU,21-Nov-16,933.25,"4,326.00",21.57,486.42,"2,871.20","1,117.99","12,077.74","20,270.62",E,0,83.48
EU,20-Nov-16,935.64,"4,326.00",21.63,475.73,"2,283.50","1,117.99","12,077.30","20,271.91",E,0,83.69
EU,19-Nov-16,937.5,"4,326.00",21.67,277.96,"2,710.90","1,117.99","12,076.75","20,273.41",E,0,83.86
EU,18-Nov-16,939.99,"4,326.00",21.73,198.94,"3,607.80","1,117.99","12,076.04","20,275.31",E,0,84.08
EU,17-Nov-16,943.52,"4,326.00",21.81,372.83,"3,884.10","1,117.99","12,050.44","20,279.94",E,0,84.39
EU,16-Nov-16,947.04,"4,326.00",21.89,465.61,"4,081.50","1,117.99","12,049.99","20,281.28",E,0,84.71
EU,15-Nov-16,950.76,"4,326.00",21.98,421.49,"5,080.00","1,117.99","12,049.35","20,283.34",E,0,85.04
EU,14-Nov-16,955.5,"4,326.00",22.09,441.81,"5,664.40","1,117.99","12,048.70","20,285.58",E,0,85.47
EU,13-Nov-16,960.65,"4,326.00",22.21,413.83,"4,018.20","1,117.98","12,073.13","20,153.35",E,0,85.93
EU,12-Nov-16,964.35,"4,326.00",22.29,314.64,"4,034.70","1,117.98","12,072.67","20,023.70",E,0,86.26
EU,11-Nov-16,968.49,"4,326.00",22.39,206.78,"4,860.50","1,117.98","12,072.17","20,024.64",E,0,86.63
EU,10-Nov-16,972.7,"4,326.00",22.49,296.04,"5,245.50","1,117.98","12,071.80","19,966.96",E,0,87.01
EU,09-Nov-16,977.8,"4,326.00",22.6,194.98,"5,781.20","1,117.98","12,071.10","19,956.52",E,-1,87.46
EU,08-Nov-16,983.38,"4,326.00",22.73,176.72,"5,632.10","1,117.98","12,069.97","20,264.84",E,0,87.96
EU,07-Nov-16,988.83,"4,326.00",22.86,174.72,"4,729.50","1,117.98","12,043.99","20,297.48",E,0,88.45
EU,06-Nov-16,993.42,"4,326.00",22.96,351.47,"2,240.60","1,117.96","12,043.20","20,298.68",E,0,88.86
EU,05-Nov-16,995.32,"4,326.00",23.01,386.61,"2,214.60","1,117.96","12,042.68","20,300.19",E,0,89.03
EU,04-Nov-16,997.14,"4,326.00",23.05,316.68,"3,291.00","1,117.96","12,041.88","20,302.46",E,0,89.19
EU,03-Nov-16,"1,000.13","4,326.00",23.12,229.92,"3,646.60","1,117.96","12,040.97","20,280.16",E,0,89.46
EU,02-Nov-16,"1,003.55","4,326.00",23.2,291.05,"2,242.80","1,117.96","12,040.67","20,281.24",E,0,89.77
EU,01-Nov-16,"1,005.54","4,326.00",23.24,519.61,"1,367.90","1,117.95","12,055.53","19,949.79",E,0,89.94
EU,31-Oct-16,"1,006.33","4,326.00",23.26,996.43,"1,082.50","1,115.51","12,055.35","19,958.43",E,0,90.21
EU,30-Oct-16,"1,007.60","4,326.00",23.29,"1,463.04",714.1,"1,118.00","12,066.04","19,975.38",E,0,90.13
EU,29-Oct-16,"1,006.86","4,326.00",23.27,"1,613.20",737.1,"1,118.71","12,239.81","20,582.28",E,0,90
EU,28-Oct-16,"1,005.99","4,326.00",23.25,808.93,"1,196.10","1,118.00","12,065.65","20,308.53",E,0,89.98
EU,27-Oct-16,"1,006.39","4,326.00",23.26,813.63,"1,511.50","1,118.00","12,065.06","20,310.33",E,0,90.02
EU,26-Oct-16,"1,007.07","4,326.00",23.28,866.3,"1,497.50","1,118.00","12,064.48","20,312.14",E,0,90.08
